local.time,Rain_mm_Tot,SlrmJ_Tot,AirTC_Avg,RH_percent,SOLARRAD_(WATTS/M2),PAR_Den,PAR_Tot,,
2015-01-01 00:00:00,0,0,22.45,81.3,0,0.7336943,2.641278,,
2015-01-01 01:00:00,0,0,22.43,82.9,0,0.733686,2.641295,,
2015-01-01 02:00:00,0,0,22.3,79.93,0,0.7336919,3.440977,,
2015-01-01 03:00:00,0,0,22.34,81,0,0.7337001,2.641266,,
2015-01-01 04:00:00,0,0,22.24,80.8,0,0.7336824,2.641279,,
2015-01-01 05:00:00,0,0,22.32,80.9,0,0.7336879,3.584051,,
2015-01-01 06:00:00,0,0,22.37,78.81,0,0.7336818,2.641286,,
2015-01-01 07:00:00,0,0.001149209,21.97,79.63,2.188963,8.070493,5.884146,,
2015-01-01 08:00:00,0,0.03153954,22.15,79.22,12.76884,48.42254,116.8065,,
2015-01-01 09:00:00,0,0.09059986,22.46,81.8,43.77983,114.4557,278.0611,,
2015-01-01 10:00:00,0,0.2141584,22.92,75.48,47.42856,129.1307,568.4218,,
2015-01-01 11:00:00,0,0.4831932,23.64,71.62,166.6934,836.2327,1184.649,,
2015-01-01 12:00:00,0,0.9102664,24.57,66.9,408.4404,948.9977,2190.297,,
2015-01-01 13:00:00,0,0.7366382,24.65,71.77,69.28072,186.257,1781.498,,
2015-01-01 14:00:00,0,0.351234,24.82,66.16,49.59441,141.5374,830.0483,,
2015-01-01 15:00:00,0,0.3477202,24.98,66.51,67.10261,186.284,1354.627,,
2015-01-01 16:00:00,0,0.7609555,24.46,70.4,99.19298,137.8764,1812.832,,
2015-01-01 17:00:00,0,0.1095909,23.95,74.77,32.8276,88.02339,336.5041,,
2015-01-01 18:00:00,0,0.07781541,23.42,81.9,2.918727,6.603378,177.1064,,
2015-01-01 19:00:00,0,0.000428687,22.74,83.8,0,0.7337095,4.526981,,
2015-01-01 20:00:00,0,0,22.83,79.91,0,0.7337145,2.641335,,
2015-01-01 21:00:00,0,0,22.92,80.6,0,0.733712,2.645002,,
2015-01-01 22:00:00,0,0,22.85,80.1,0,0.7337121,2.6413,,
2015-01-01 23:00:00,0,0,22.75,77.78,0,0.7337019,2.641316,,
2015-01-02 00:00:00,0,0,22.56,78.73,0,0.733702,2.641311,,
2015-01-02 01:00:00,0,0,22.4,79.92,0,0.7337011,2.641296,,
2015-01-02 02:00:00,0,0,22.27,79.86,0,0.7337043,2.641291,,
2015-01-02 03:00:00,0,0,22.26,80.5,0,0.7337106,2.641335,,
2015-01-02 04:00:00,0,0,22.26,77.36,0,0.733681,2.641296,,
2015-01-02 05:00:00,0,0,22.4,80.2,0,0.7336899,2.641251,,
2015-01-02 06:00:00,0,0,22.34,77.02,0,0.7336752,2.64129,,
2015-01-02 07:00:00,0,0.001099964,22.43,78.85,2.188931,8.070376,5.887853,,
2015-01-02 08:00:00,0,0.03999089,22.55,76.88,24.80767,76.30106,134.6685,,
2015-01-02 09:00:00,0,0.1050747,22.88,78.08,35.02275,104.1808,325.5018,,
2015-01-02 10:00:00,0,0.470704,23.75,74.09,129.851,317.6168,1114.193,,
2015-01-02 11:00:00,4.064,0.5157781,23.8,88,61.2686,149.6163,1231.362,,
2015-01-02 12:00:00,0,0.4274244,22.72,84.9,117.8375,290.5336,1039.756,,
2015-01-02 13:00:00,2.54,0.7575862,23.65,84.2,169.2797,397.6548,1770.153,,
2015-01-02 14:00:00,0.254,0.4664245,22.99,83.8,85.37016,206.8995,1042.702,,
2015-01-02 15:00:00,0,0.4117836,23.45,80.1,310.8365,724.1522,1346.466,,
2015-01-02 16:00:00,0,0.6447107,23.6,81.1,71.50653,207.6329,1516.067,,
2015-01-02 17:00:00,0,0.1903685,23.26,83.5,20.43089,60.16354,482.7622,,
2015-01-02 18:00:00,0,0.07507141,22.8,83.8,1.824178,5.135888,175.6969,,
2015-01-02 19:00:00,0,0.000662168,22.4,82.5,0,0.7336864,4.229734,,
2015-01-02 20:00:00,0,0,22.36,82.5,0,0.7337016,2.641265,,
2015-01-02 21:00:00,0,0,22.23,81.2,0,0.7336822,2.641257,,
2015-01-02 22:00:00,0,0,22.26,81.2,0,0.7336919,2.641261,,
2015-01-02 23:00:00,0,0,22.15,83,0,0.7336922,2.901762,,
2015-01-03 00:00:00,2.794,0,21.05,85.3,0,2.201219,11.23271,,
2015-01-03 01:00:00,0.254,0,21.01,84.1,0,3.669397,12.12691,,
2015-01-03 02:00:00,0.254,0,21.27,82,0,5.137207,14.81695,,
2015-01-03 03:00:00,0,0,21.42,79.53,0,5.137147,18.36526,,
2015-01-03 04:00:00,0,0,21.63,77.19,0,0.7338607,11.51804,,
2015-01-03 05:00:00,0,0,21.63,76.42,0,0.7337742,2.641592,,
2015-01-03 06:00:00,0,0,21.74,75.47,0,0.733699,2.641402,,
2015-01-03 07:00:00,0,0.000671309,21.72,78.61,1.094525,5.135972,4.372907,,
2015-01-03 08:00:00,0,0.04234228,21.96,75.5,23.34825,64.56203,116.2713,,
2015-01-03 09:00:00,0,0.1404267,22.24,75.82,35.02325,80.70456,341.989,,
2015-01-03 10:00:00,1.27,0.2371805,21.96,84.6,83.90756,211.2934,598.069,,
2015-01-03 11:00:00,0,0.5552501,22.46,75.11,95.58353,232.574,1297.881,,
2015-01-03 12:00:00,0,0.4279675,22.98,76.59,94.85567,233.3121,999.1899,,
2015-01-03 13:00:00,0,0.6629781,23.35,76.32,88.9894,203.8982,1546.185,,
2015-01-03 14:00:00,2.032,0.5840768,22.92,79.5,149.5826,360.9796,1324.289,,
2015-01-03 15:00:00,0.254,0.3892819,22.71,82.1,94.12796,215.7081,1043.248,,
2015-01-03 16:00:00,0,0.3872249,23.07,79.03,92.66732,220.1072,914.4854,,
2015-01-03 17:00:00,0,0.1983201,23,80.9,19.70073,55.02627,468.2295,,
2015-01-03 18:00:00,0,0.05323788,22.59,78.99,1.459312,5.135779,132.1995,,
2015-01-03 19:00:00,0,0.000638449,22.24,79.91,0,0.7336958,4.027947,,
2015-01-03 20:00:00,0,0,22.28,77.89,0,0.733674,2.641259,,
2015-01-03 21:00:00,0,0,22.19,78.13,0,0.733693,2.64125,,
2015-01-03 22:00:00,0,0,22.23,79.9,0,0.7336945,2.641268,,
2015-01-03 23:00:00,1.016,0,22.03,84,0,6.603299,14.14549,,
2015-01-04 00:00:00,0,0,21.91,81.8,0,6.603101,23.77144,,
2015-01-04 01:00:00,0,0,22.19,81.6,0,6.603298,26.48961,,
2015-01-04 02:00:00,1.524,0,22.05,84.6,0,6.603199,15.55419,,
2015-01-04 03:00:00,0,0,21.45,83.2,0,6.603704,23.76495,,
2015-01-04 04:00:00,0,0,21.72,82,0,6.603812,26.47444,,
2015-01-04 05:00:00,1.016,0,21.62,84.6,0,8.071012,28.35107,,
2015-01-04 06:00:00,2.032,0,20.96,87.7,0,5.136972,18.70311,,
2015-01-04 07:00:00,0.508,0.000576592,20.94,85.3,0.3649321,8.072814,21.2533,,
2015-01-04 08:00:00,0,0.02261629,21.41,84.8,21.16529,57.24151,80.35253,,
2015-01-04 09:00:00,0,0.1291323,21.84,81,43.05536,107.1318,338.6412,,
2015-01-04 10:00:00,0,0.2687661,22.37,78.34,72.60127,167.2808,636.4645,,
2015-01-04 11:00:00,0,0.4466457,22.57,78.01,294.0483,690.3884,1023.911,,
2015-01-04 12:00:00,0,0.5606171,22.87,73.62,139.3661,325.7595,1289.004,,
2015-01-04 13:00:00,0,0.610957,23.08,68.38,299.1268,686.6534,1428.113,,
2015-01-04 14:00:00,0,0.4784753,24,65.93,127.6402,303.6267,982.7263,,
2015-01-04 15:00:00,0,0.4638441,23.59,71.28,371.9781,839.0027,1203.744,,
2015-01-04 16:00:00,0,0.6135716,23.76,71.76,94.82571,222.97,1428.588,,
2015-01-04 17:00:00,0,0.2248885,23.2,76.66,21.88906,57.22565,520.6714,,
2015-01-04 18:00:00,0,0.05451601,22.5,78.69,1.82418,6.603292,141.1968,,
2015-01-04 19:00:00,0,0.000784397,22.05,80.9,0,0.7336726,5.895234,,
2015-01-04 20:00:00,0,0,22.05,79.36,0,0.7336716,2.846692,,
2015-01-04 21:00:00,0,0,21.98,78.41,0,0.7336718,2.652253,,
2015-01-04 22:00:00,0,0,22.03,80.1,0,0.7336836,4.016891,,
2015-01-04 23:00:00,0,0,22.18,80.9,0,2.201043,5.421939,,
2015-01-05 00:00:00,0,0,22.09,80.4,0,2.201077,8.085208,,
2015-01-05 01:00:00,0.508,0,21.98,82.5,0,5.135935,7.956978,,
2015-01-05 02:00:00,0,0,21.27,80.7,0,5.136295,18.49674,,
2015-01-05 03:00:00,0,0,21.15,81.4,0,2.201417,14.3599,,
2015-01-05 04:00:00,1.016,0,21.28,85.7,0,6.603913,18.21883,,
2015-01-05 05:00:00,0,0,21.26,80.8,0,8.07151,31.06048,,
2015-01-05 06:00:00,0,0,21.38,79.56,0,5.1368,28.0462,,
2015-01-05 07:00:00,0,0.000910372,21.44,80.9,2.554137,8.071589,10.44936,,
2015-01-05 08:00:00,0,0.04126482,21.71,78.41,14.59315,52.82527,131.3309,,
2015-01-05 09:00:00,0,0.1052426,22.08,78.28,39.40063,111.5176,310.9389,,
2015-01-05 10:00:00,0,0.4643166,22.87,75.78,224.3707,519.4509,1085.844,,
2015-01-05 11:00:00,0,0.5658394,23.34,72.67,121.813,291.9109,1337.671,,
2015-01-05 12:00:00,2.794,0.4522883,22.29,85.5,112.3676,271.4641,1088.423,,
2015-01-05 13:00:00,7.874,0.5515565,22.07,87.2,78.80172,203.9609,1322.825,,
2015-01-05 14:00:00,5.08,0.5703496,21.73,83,129.1451,291.9967,1347.033,,
2015-01-05 15:00:00,0,0.5862071,23.2,77.12,163.4379,387.3727,1654.62,,
2015-01-05 16:00:00,0,0.7472339,23.26,77.57,153.5909,449.0089,1728.693,,
2015-01-05 17:00:00,0,0.2376266,22.87,79.03,40.13169,101.2498,566.0566,,
2015-01-05 18:00:00,0,0.08624178,22.32,82.1,1.82415,6.60318,198.047,,
2015-01-05 19:00:00,0,0.000791688,22.07,82.6,0,0.7336775,4.361806,,
2015-01-05 20:00:00,0,0,22.03,84.1,0,0.7336898,7.362566,,
2015-01-05 21:00:00,0,0,21.89,80.2,0,0.7336958,2.641249,,
2015-01-05 22:00:00,0,0,21.95,81.7,0,0.7337126,2.641277,,
2015-01-05 23:00:00,0,0,22.04,80.7,0,0.7336868,2.641291,,
2015-01-06 00:00:00,0.508,0,21.98,86.1,0,6.603161,12.89078,,
2015-01-06 01:00:00,3.048,0,21.47,86.7,0,2.201138,23.12939,,
2015-01-06 02:00:00,4.318,0,20.76,87.2,0,2.201659,12.55936,,
2015-01-06 03:00:00,0.762,0,20.92,88,0,5.13724,14.18583,,
2015-01-06 04:00:00,0,0,21.02,86.4,0,6.60495,20.34674,,
2015-01-06 05:00:00,0,0,21.24,84.7,0,6.60502,23.77782,,
2015-01-06 06:00:00,1.016,0,21.32,85.5,0,6.604805,25.26747,,
2015-01-06 07:00:00,0,0.000903198,21.26,83.8,2.554489,13.94376,26.92986,,
2015-01-06 08:00:00,0,0.03701396,21.46,83,21.1648,63.11097,133.0694,,
2015-01-06 09:00:00,0,0.1165443,21.85,80.2,43.05396,121.0696,349.1913,,
2015-01-06 10:00:00,0,0.2667705,22.32,76.48,132.7939,315.4754,665.1202,,
2015-01-06 11:00:00,0,0.429257,22.85,73.69,370.3067,837.8799,998.6376,,
2015-01-06 12:00:00,0,0.7468539,23.27,67.43,270.6446,617.6292,1792.065,,
2015-01-06 13:00:00,0,0.8406663,23.56,72.08,185.9859,431.2284,1938.639,,
2015-01-06 14:00:00,0,0.5998622,24.01,67.04,86.06638,217.0868,1376.466,,
2015-01-06 15:00:00,0,0.3036614,24.2,69.18,84.60591,220.0159,1245.412,,
2015-01-06 16:00:00,0,0.5191768,23.28,72.6,65.65525,165.7775,1249.76,,
2015-01-06 17:00:00,0,0.2594695,22.86,78.79,49.61752,115.924,618.5247,,
2015-01-06 18:00:00,0,0.1010376,22.26,80.5,4.01307,8.070435,218.224,,
2015-01-06 19:00:00,0,0.001245882,21.78,81.2,0,0.7337018,5.293519,,
2015-01-06 20:00:00,2.54,0,21.62,85.5,0,3.668446,7.003061,,
2015-01-06 21:00:00,1.27,0,21.04,86.5,0,3.669278,12.00047,,
2015-01-06 22:00:00,0,0,21.12,84,0,3.66934,13.228,,
2015-01-06 23:00:00,1.27,0,20.86,84.4,0,3.66953,13.25035,,
2015-01-07 00:00:00,0,0,20.77,83.6,0,3.669964,13.21117,,
2015-01-07 01:00:00,0,0,20.99,81.9,0,5.137974,16.33867,,
2015-01-07 02:00:00,0,0,21.15,82.1,0,5.137744,19.29967,,
2015-01-07 03:00:00,0,0,21.15,80.5,0,5.137382,20.16868,,
2015-01-07 04:00:00,0,0,21.19,80.8,0,0.7338706,6.671079,,
2015-01-07 05:00:00,0,0,21.07,81.3,0,0.7338983,2.641977,,
2015-01-07 06:00:00,0,0,21.12,81.1,0,0.7338731,2.641972,,
2015-01-07 07:00:00,0,0.001041809,21.21,81.3,2.919214,8.072142,5.096533,,
2015-01-07 08:00:00,0,0.04606659,21.4,78.17,51.07806,120.329,137.2618,,
2015-01-07 09:00:00,0,0.1368828,21.79,78.01,72.96465,186.353,371.8892,,
2015-01-07 10:00:00,0,0.2844544,22.17,74.94,58.37326,164.3472,729.5014,,
2015-01-07 11:00:00,0,0.5345077,22.82,69.49,64.57396,171.6802,1289.434,,
2015-01-07 12:00:00,0,0.9078757,23.93,63.77,450.7477,1025.28,2168.891,,
2015-01-07 13:00:00,0,1.466748,24.95,62.42,436.6967,1016.03,3413.422,,
2015-01-07 14:00:00,0,0.6149852,25,59.42,52.49053,142.2133,1042.977,,
2015-01-07 15:00:00,0,0.2941862,24.59,63.53,293.2049,696.721,1292.043,,
2015-01-07 16:00:00,0,0.7917369,23.92,70.24,188.9095,190.6855,1872.728,,
2015-01-07 17:00:00,0,0.2689657,23.39,74.36,56.18062,133.5234,633.6771,,
2015-01-07 18:00:00,0,0.09413226,22.71,76.83,3.283502,8.070634,219.8826,,
2015-01-07 19:00:00,0,0.001134635,21.89,79.39,0,0.7336882,5.466028,,
2015-01-07 20:00:00,0,0,21.72,79.73,0,0.7336884,2.641246,,
2015-01-07 21:00:00,3.556,0,21.43,87.2,0,2.201178,8.2651,,
2015-01-07 22:00:00,1.016,0,20.98,87.6,0,2.935362,9.432596,,
2015-01-07 23:00:00,1.016,0,20.75,87.4,0,3.669421,11.80411,,
2015-01-08 00:00:00,0.254,0,20.83,86,0,3.669384,13.20987,,
2015-01-08 01:00:00,0.254,0,20.81,84.2,0,4.403384,13.27607,,
2015-01-08 02:00:00,1.27,0,20.88,86,0,3.66952,14.38482,,
2015-01-08 03:00:00,0.254,0,20.47,85.2,0,3.669914,13.41657,,
2015-01-08 04:00:00,0,0,20.55,83.1,0,3.66999,13.24484,,
2015-01-08 05:00:00,0,0,20.66,79.32,0,3.670053,13.21211,,
2015-01-08 06:00:00,0,0,20.63,81.1,0,5.138103,17.31142,,
2015-01-08 07:00:00,0,0.001045682,20.66,80.2,2.55487,8.073905,19.3115,,
2015-01-08 08:00:00,0,0.02428644,20.79,78.63,13.13816,49.90697,105.0984,,
2015-01-08 09:00:00,0,0.1857466,21.33,75.84,182.4428,403.5893,476.9706,,
2015-01-08 10:00:00,0,0.6391218,22.52,69.9,284.5715,645.6537,1494.146,,
2015-01-08 11:00:00,0,0.9141815,23.55,68.3,358.8476,431.2335,2106.64,,
2015-01-08 12:00:00,0,1.298634,24.63,62.33,395.1874,931.8362,3030.226,,
2015-01-08 13:00:00,0,1.432002,25.11,61.17,403.8726,966.1405,3398.759,,
2015-01-08 14:00:00,0,0.5047574,25.04,63.77,38.63854,115.8223,822.0014,,
2015-01-08 15:00:00,0,0.2978445,24.9,65.25,289.1926,704.7866,1491.379,,
2015-01-08 16:00:00,0,0.8418299,24.11,66.25,186.732,453.2706,2044.99,,
2015-01-08 17:00:00,0,0.1629433,23.48,72.5,16.78181,57.96,472.7352,,
2015-01-08 18:00:00,0,0.04217239,22.45,78.59,2.188982,8.070565,138.3839,,
2015-01-08 19:00:00,0,0.00100693,21.53,81,0,0.7336928,5.535701,,
2015-01-08 20:00:00,0,0,21.36,78.28,0,0.7337002,2.637663,,
2015-01-08 21:00:00,0,0,21.63,80.6,0,0.7337021,2.641312,,
2015-01-08 22:00:00,0,0,21.72,83.6,0,0.7336915,8.132984,,
2015-01-08 23:00:00,0,0,21.35,84,0,0.7337155,5.161663,,
2015-01-09 00:00:00,0,0,21.29,82,0,0.7337279,2.641398,,
2015-01-09 01:00:00,2.54,0,21.26,85.1,0,2.20128,5.070076,,
2015-01-09 02:00:00,0.762,0,20.59,86.7,0,3.669416,10.57831,,
2015-01-09 03:00:00,0,0,20.6,83.5,0,3.66966,13.21019,,
2015-01-09 04:00:00,0,0,20.49,82.2,0,3.670015,13.38434,,
2015-01-09 05:00:00,0,0,20.68,82.1,0,5.138025,16.90771,,
2015-01-09 06:00:00,0,0,21,81,0,0.7339438,14.36401,,
2015-01-09 07:00:00,0,0.000974375,21.01,80.5,1.82467,8.072854,5.162971,,
2015-01-09 08:00:00,0,0.02949863,21.2,82.7,30.65302,88.06342,109.909,,
2015-01-09 09:00:00,0,0.1241825,21.35,79.29,45.24217,130.6056,364.5104,,
2015-01-09 10:00:00,2.794,0.4129026,22.16,84.6,349.5133,807.0698,996.1176,,
2015-01-09 11:00:00,0,0.9099573,21.74,78.94,350.2328,378.5782,2127.699,,
2015-01-09 12:00:00,0,0.7101904,22.24,78.05,211.6013,494.5046,1708.372,,
2015-01-09 13:00:00,4.064,0.9179371,22.48,83.1,181.6833,437.2724,2162.714,,
2015-01-09 14:00:00,1.016,0.5006325,22.31,83.3,115.2849,272.9281,1166.164,,
2015-01-09 15:00:00,13.72,0.2588516,21.6,90.5,132.7971,312.5482,631.7672,,
2015-01-09 16:00:00,2.794,0.5582024,22.02,89.7,114.5544,268.5242,1304.306,,
2015-01-09 17:00:00,0,0.2623731,22,87,36.48176,99.77802,673.7676,,
2015-01-09 18:00:00,0,0.07294769,21.55,86.6,2.553874,9.538169,183.7219,,
2015-01-09 19:00:00,0.508,0.001198505,20.91,88.7,0,2.201599,10.36082,,
2015-01-09 20:00:00,0.254,0,20.76,88.8,0,2.201637,7.925878,,
2015-01-09 21:00:00,0,0,20.84,85.8,0,2.201639,7.925951,,
2015-01-09 22:00:00,0,0,21.19,84.8,0,3.669461,10.4873,,
2015-01-09 23:00:00,1.778,0,21.05,87.1,0,3.669404,12.12006,,
2015-01-10 00:00:00,1.27,0,20.67,87.5,0,2.201644,11.22845,,
2015-01-10 01:00:00,3.048,0,20.66,84.8,0,2.201778,8.740626,,
2015-01-10 02:00:00,0.762,0,20.8,86.3,0,2.935792,8.60548,,
2015-01-10 03:00:00,3.048,0,20.86,86.7,0,2.201674,9.030807,,
2015-01-10 04:00:00,0,0,20.56,87.6,0,2.201902,8.605336,,
2015-01-10 05:00:00,0,0,20.42,84.6,0,3.669821,10.62819,,
2015-01-10 06:00:00,0,0,20.81,84.3,0,2.936037,11.23741,,
2015-01-10 07:00:00,0,0.000675204,20.73,85.6,1.094929,8.073792,13.49069,,
2015-01-10 08:00:00,0,0.02984345,20.97,82.1,17.51811,61.65178,121.8859,,
2015-01-10 09:00:00,0,0.0958132,21.69,81.5,25.17972,89.53273,314.6847,,
2015-01-10 10:00:00,0,0.4372413,22.56,77.1,294.7786,682.3193,1067.162,,
2015-01-10 11:00:00,0,0.9336777,24.26,68.37,89.71306,227.3539,2188.476,,
2015-01-10 12:00:00,0,1.133299,24.88,67.81,406.857,949.4401,2696.293,,
2015-01-10 13:00:00,0,1.431775,25.68,69.62,410.416,966.0988,3397.079,,
2015-01-10 14:00:00,0,0.5149647,25.84,66.17,40.0954,112.8867,827.4008,,
2015-01-10 15:00:00,0,0.4076201,25.88,71.3,302.2439,724.4028,1568.819,,
2015-01-10 16:00:00,0,0.6216611,24.74,71.48,241.4218,361.5643,1497.403,,
2015-01-10 17:00:00,0,0.2249483,23.99,73.75,38.6576,100.4777,605.5161,,
2015-01-10 18:00:00,0,0.07522814,23.33,77.44,11.67452,15.40737,173.4077,,
2015-01-10 19:00:00,25.4,0.003996772,21.81,88.9,0,0.7336828,12.80304,,
2015-01-10 20:00:00,2.54,0,21.29,88.2,0,2.201183,5.965104,,
2015-01-10 21:00:00,2.286,0,21.45,89.7,0,2.201127,7.788504,,
2015-01-10 22:00:00,0,0,21.44,88.6,0,2.201334,7.924478,,
2015-01-10 23:00:00,1.016,0,21.6,86.6,0,2.201366,7.968936,,
2015-01-11 00:00:00,0.508,0,21.64,86.2,0,2.201362,8.0497,,
2015-01-11 01:00:00,0.762,0,21.53,86.1,0,2.201536,8.482563,,
2015-01-11 02:00:00,3.048,0,21.47,87.1,0,3.669286,8.857615,,
2015-01-11 03:00:00,0,0,21.62,87.4,0,4.402863,13.40346,,
2015-01-11 04:00:00,0,0,21.5,85.6,0,4.403155,13.9282,,
2015-01-11 05:00:00,3.556,0,21.64,88.7,0,2.935049,15.81433,,
2015-01-11 06:00:00,13.97,0,21.25,89.4,0,0.7338125,8.874888,,
2015-01-11 07:00:00,2.032,0.001140351,21.08,88,5.473852,10.27425,9.349125,,
2015-01-11 08:00:00,7.62,0.06021936,21.15,88.7,26.27427,71.91914,148.1132,,
2015-01-11 09:00:00,0,0.1205585,21.55,85.4,42.32724,115.2078,348.3451,,
2015-01-11 10:00:00,0.254,0.2584607,22.06,85.1,107.6265,289.8107,672.0731,,
2015-01-11 11:00:00,4.318,0.7994884,22.85,86.6,394.7523,880.4382,1864.43,,
2015-01-11 12:00:00,0,1.079145,23.12,75.48,405.687,940.5775,2502.166,,
2015-01-11 13:00:00,0,1.136877,24.06,75.06,266.5826,643.9158,2620.749,,
2015-01-11 14:00:00,0,0.5936966,24.47,69.54,71.46461,177.4478,978.0028,,
2015-01-11 15:00:00,0,0.4131252,23.85,76.61,328.9457,783.2657,1006.969,,
2015-01-11 16:00:00,0,0.557031,23.26,79.43,89.00232,209.7962,1358.41,,
2015-01-11 17:00:00,0,0.2216886,23.01,81.6,45.24031,101.2519,527.1658,,
2015-01-11 18:00:00,0,0.0402886,22.47,82.3,1.824156,6.603205,108.2933,,
2015-01-11 19:00:00,4.318,0.000919383,22.03,87.7,0,2.201052,8.40077,,
2015-01-11 20:00:00,0.254,0,21.57,86.7,0,3.668637,11.67328,,
2015-01-11 21:00:00,0,0,21.8,86.3,0,4.402376,14.67802,,
2015-01-11 22:00:00,1.27,0,21.61,86.6,0,3.668742,16.22291,,
2015-01-11 23:00:00,0,0,21.44,87.5,0,5.136232,17.7566,,
2015-01-12 00:00:00,2.286,0,21.19,88.7,0,4.403069,13.18212,,
2015-01-12 01:00:00,0.508,0,21.26,89.4,0,5.136931,16.3649,,
2015-01-12 02:00:00,4.826,0,21.42,88.1,0,2.201355,17.14533,,
2015-01-12 03:00:00,0,0,21.28,85,0,3.669459,11.13607,,
2015-01-12 04:00:00,0.254,0,21.52,85,0,5.137187,13.69418,,
2015-01-12 05:00:00,0.508,0,21.58,85.6,0,5.136548,18.3866,,
2015-01-12 06:00:00,0.254,0,21.62,85,0,5.136703,18.45585,,
2015-01-12 07:00:00,0.508,0.000903085,21.56,83.4,1.824448,11.0071,23.6433,,
2015-01-12 08:00:00,0,0.02824159,21.73,80.7,13.86513,54.29906,119.5335,,
2015-01-12 09:00:00,0,0.1440864,22.17,79.29,79.53465,193.6975,402.1244,,
2015-01-12 10:00:00,0,0.2695289,22.84,79.06,118.9353,284.6723,650.7499,,
2015-01-12 11:00:00,1.778,0.3445513,23.04,82.5,115.2806,283.9228,841.2972,,
2015-01-12 12:00:00,2.286,0.47313,22.74,81.2,543.6016,1231.137,1137.658,,
2015-01-12 13:00:00,3.81,0.8034339,23.09,81.9,134.9844,316.9464,1875.882,,
2015-01-12 14:00:00,1.016,0.5926198,23.71,76.76,73.69681,183.4246,1283.195,,
2015-01-12 15:00:00,1.778,0.512459,23.1,77.27,344.398,795.3132,1524.883,,
2015-01-12 16:00:00,0.254,0.629967,23.23,79.21,73.6935,183.4163,1499.9,,
2015-01-12 17:00:00,0,0.2597455,22.84,77.58,28.45649,80.70485,641.9948,,
2015-01-12 18:00:00,0,0.04550997,22.34,78.71,2.55374,9.537668,145.2053,,
2015-01-12 19:00:00,0,0.001229459,22.32,80.3,0,0.7336735,6.650804,,
2015-01-12 20:00:00,0,0,22.07,78.92,0,0.7336792,2.641237,,
2015-01-12 21:00:00,0,0,21.86,80.7,0,0.7336733,2.641248,,
2015-01-12 22:00:00,0,0,21.8,80.1,0,0.7336969,2.641301,,
2015-01-12 23:00:00,0,0,21.83,79.7,0,0.7336778,2.641295,,
2015-01-13 00:00:00,0,0,21.77,80.4,0,0.7336827,3.107151,,
2015-01-13 01:00:00,0,0,21.81,79.22,0,0.7336692,2.641291,,
2015-01-13 02:00:00,0,0,21.85,79.97,0,0.7337019,2.641294,,
2015-01-13 03:00:00,0,0,21.76,79.73,0,0.7337124,2.641289,,
2015-01-13 04:00:00,0,0,21.78,76.92,0,0.7337104,2.641324,,
2015-01-13 05:00:00,0,0,21.85,77.13,0,0.7337016,2.641349,,
2015-01-13 06:00:00,0,0,21.68,77.36,0,0.7337117,2.641367,,
2015-01-13 07:00:00,0,0.000892055,21.52,79.53,1.824222,6.603441,5.062695,,
2015-01-13 08:00:00,0,0.02614859,21.58,78.48,11.6752,49.1597,107.9231,,
2015-01-13 09:00:00,0,0.08917883,21.81,78.04,48.88623,130.5936,286.7579,,
2015-01-13 10:00:00,0,0.3831887,22.56,75.04,78.80331,198.0955,911.9762,,
2015-01-13 11:00:00,0,0.4255926,23.18,74.53,77.33882,202.4841,1014.827,,
2015-01-13 12:00:00,0,0.8447149,23.84,68.5,247.6238,608.7247,1962.042,,
2015-01-13 13:00:00,0,0.9719024,24.59,66.23,107.9231,255.1656,2287.205,,
2015-01-13 14:00:00,0,0.6190144,24.22,75.12,138.5806,332.9621,1428.3,,
2015-01-13 15:00:00,0,0.9427322,26.05,63.98,75.08074,206.6953,1927.233,,
2015-01-13 16:00:00,0,0.2242335,26.04,67.86,38.64004,777.0658,814.5871,,
2015-01-13 17:00:00,0,0.7818806,25.24,68.26,237.7761,579.3858,2432.811,,
2015-01-13 18:00:00,0,0.5632121,24.73,73.1,18.96322,73.33799,1462.769,,
2015-01-13 19:00:00,0,0.04802535,23.52,77.57,9.485368,36.68352,199.1979,,
2015-01-13 20:00:00,0,0.0136922,22.9,78.99,0,0.733697,45.31656,,
2015-01-13 21:00:00,0,0,22.7,80.2,0,0.7337048,2.641334,,
2015-01-13 22:00:00,0,0,22.44,80.3,0,0.7337076,2.641313,,
2015-01-13 23:00:00,0,0,22.59,78.9,0,0.7336977,2.641298,,
2015-01-14 00:00:00,0,0,21.84,86.4,0,0.7336774,4.233406,,
2015-01-14 01:00:00,0,0,21.44,81.6,0,0.7337087,3.884921,,
2015-01-14 02:00:00,0,0,21.97,80,0,0.7336886,2.641362,,
2015-01-14 03:00:00,0,0,22.25,78.11,0,0.7336906,2.641284,,
2015-01-14 04:00:00,0,0,21.5,85.4,0,0.733709,2.644967,,
2015-01-14 05:00:00,0,0,21.03,82.7,0,0.733707,2.707428,,
2015-01-14 06:00:00,0,0,21.27,82.7,0,0.7337456,2.718521,,
2015-01-14 07:00:00,0,0,20.54,86,0,0.7338857,3.371896,,
2015-01-14 08:00:00,0,0,20.66,80.2,0,0.733887,2.641962,,
2015-01-14 09:00:00,0,0.01712397,21.62,82.8,12.4053,46.96003,62.21462,,
2015-01-14 10:00:00,0,0.1835977,21.77,78.58,128.4189,283.2003,465.8498,,
